date,year,team,opponent,team_score,opponent_score,margin,result,tournament
2016-11-12,2016,Italy,New Zealand,10,68,-58,Loss,2016 end-of-year internationals
2016-11-12,2016,New Zealand,Italy,68,10,58,Win,2016 end-of-year internationals
2016-11-12,2016,South Africa,England,21,37,-16,Loss,2016 Autumn International
2016-11-12,2016,Wales,Argentina,24,20,4,Win,2016 Autumn International
2016-11-19,2016,Argentina,Scotland,16,19,-3,Loss,2016 Autumn International
2016-11-19,2016,Australia,France,25,23,2,Win,2016 Autumn International
2016-11-19,2016,France,Australia,23,25,-2,Loss,2016 Autumn International
2016-11-19,2016,Ireland,New Zealand,9,21,-12,Loss,2016 Autumn International
2016-11-19,2016,Italy,South Africa,20,18,2,Win,2016 end-of-year test
2016-11-19,2016,New Zealand,Ireland,21,9,12,Win,2016 Autumn International
2016-11-19,2016,South Africa,Italy,18,20,-2,Loss,2016 end-of-year test
2016-11-26,2016,Argentina,England,14,27,-13,Loss,2016 Autumn International
2016-11-26,2016,Australia,Ireland,24,27,-3,Loss,2016 Autumn International
2016-11-26,2016,England,Argentina,27,14,13,Win,2016 Autumn International
2016-11-26,2016,France,New Zealand,19,24,-5,Loss,2016 end-of year test
2016-11-26,2016,Ireland,Australia,27,24,3,Win,2016 Autumn International
2016-11-26,2016,New Zealand,France,24,19,5,Win,2016 end-of year test
2016-11-26,2016,South Africa,Wales,13,27,-14,Loss,2016 end-of-year test
2016-11-26,2016,Wales,South Africa,27,13,14,Win,2016 end-of-year test
2016-12-03,2016,Australia,England,21,37,-16,Loss,2016 Autumn International
2016-12-03,2016,England,Australia,37,21,16,Win,2016 Autumn International
2017-02-04,2017,England,France,19,16,3,Win,2017 Six Nations Championship
2017-02-04,2017,France,England,16,19,-3,Loss,2017 Six Nations Championship
2017-02-04,2017,Ireland,Scotland,22,27,-5,Loss,2017 Six Nations Championship
2017-02-05,2017,Italy,Wales,7,33,-26,Loss,2017 Six Nations
2017-02-05,2017,Wales,Italy,33,7,26,Win,2017 Six Nations
2017-02-11,2017,England,Wales,21,16,5,Win,2017 Six Nations Championship
2017-02-11,2017,Ireland,Italy,63,10,53,Win,2017 Six Nations Championship
2017-02-11,2017,Italy,Ireland,10,63,-53,Loss,2017 Six Nations Championship
2017-02-11,2017,Wales,England,16,21,-5,Loss,2017 Six Nations Championship
2017-02-12,2017,France,Scotland,22,16,6,Win,2017 Six Nations Championship
2017-02-25,2017,France,Ireland,9,19,-10,Loss,2017 Six Nations Championship
2017-02-25,2017,Ireland,France,19,9,10,Win,2017 Six Nations Championship
2017-02-25,2017,Wales,Scotland,13,29,-16,Loss,2017 Six Nations Championship
2017-02-26,2017,England,Italy,36,15,21,Win,2017 Six Nations Championship
2017-02-26,2017,Italy,England,15,36,-21,Loss,2017 Six Nations Championship
2017-03-10,2017,Ireland,Wales,9,22,-13,Loss,2017 Six Nations Championship
2017-03-10,2017,Wales,Ireland,22,9,13,Win,2017 Six Nations Championship
2017-03-11,2017,England,Scotland,61,21,40,Win,2017 Six Nations Championship
2017-03-11,2017,France,Italy,40,18,22,Win,2017 Six Nations Championship
2017-03-11,2017,Italy,France,18,40,-22,Loss,2017 Six Nations Championship
2017-03-18,2017,England,Ireland,9,13,-4,Loss,2017 Six Nations Championship
2017-03-18,2017,France,Wales,20,18,2,Win,2017 Six Nations Championship
2017-03-18,2017,Ireland,England,13,9,4,Win,2017 Six Nations Championship
2017-03-18,2017,Italy,Scotland,0,29,-29,Loss,2017 Six Nations Championship
2017-03-18,2017,Wales,France,18,20,-2,Loss,2017 Six Nations Championship
2017-06-10,2017,Argentina,England,34,38,-4,Loss,2017 England tour of Argentina
2017-06-10,2017,England,Argentina,38,34,4,Win,2017 England tour of Argentina
2017-06-10,2017,France,South Africa,14,37,-23,Loss,2017 France rugby union tour of South Africa
2017-06-10,2017,Italy,Scotland,13,34,-21,Loss,2017 mid-year test
2017-06-10,2017,South Africa,France,37,14,23,Win,2017 France rugby union tour of South Africa
2017-06-17,2017,Argentina,England,25,35,-10,Loss,2017 England tour of Argentina
2017-06-17,2017,Australia,Scotland,19,24,-5,Loss,2017 Summer International
2017-06-17,2017,England,Argentina,35,25,10,Win,2017 England tour of Argentina
2017-06-17,2017,France,South Africa,15,37,-22,Loss,2017 France rugby union tour of South Africa
2017-06-17,2017,South Africa,France,37,15,22,Win,2017 France rugby union tour of South Africa
2017-06-24,2017,Australia,Italy,40,27,13,Win,2017 Summer International
2017-06-24,2017,France,South Africa,12,35,-23,Loss,2017 France rugby union tour of South Africa
2017-06-24,2017,Italy,Australia,27,40,-13,Loss,2017 Summer International
2017-06-24,2017,South Africa,France,35,12,23,Win,2017 France rugby union tour of South Africa
2017-08-19,2017,Argentina,South Africa,15,37,-22,Loss,2017 Rugby Championship
2017-08-19,2017,Australia,New Zealand,34,54,-20,Loss,2017 Rugby Championship
2017-08-19,2017,New Zealand,Australia,54,34,20,Win,2017 Rugby Championship
2017-08-19,2017,South Africa,Argentina,37,15,22,Win,2017 Rugby Championship
2017-08-26,2017,Argentina,South Africa,23,41,-18,Loss,2017 Rugby Championship
2017-08-26,2017,Australia,New Zealand,29,35,-6,Loss,2017 Rugby Championship
2017-08-26,2017,New Zealand,Australia,35,29,6,Win,2017 Rugby Championship
2017-08-26,2017,South Africa,Argentina,41,23,18,Win,2017 Rugby Championship
2017-09-09,2017,Argentina,New Zealand,22,39,-17,Loss,2017 Rugby Championship
2017-09-09,2017,Australia,South Africa,23,23,0,Draw,2017 Rugby Championship
2017-09-09,2017,New Zealand,Argentina,39,22,17,Win,2017 Rugby Championship
2017-09-09,2017,South Africa,Australia,23,23,0,Draw,2017 Rugby Championship
2017-09-16,2017,Argentina,Australia,20,45,-25,Loss,2017 Rugby Championship
2017-09-16,2017,Australia,Argentina,45,20,25,Win,2017 Rugby Championship
2017-09-16,2017,New Zealand,South Africa,57,0,57,Win,2017 Rugby Championship
2017-09-16,2017,South Africa,New Zealand,0,57,-57,Loss,2017 Rugby Championship
2017-09-30,2017,Argentina,New Zealand,10,36,-26,Loss,2017 Rugby Championship
2017-09-30,2017,Australia,South Africa,27,27,0,Draw,2017 Rugby Championship
2017-09-30,2017,New Zealand,Argentina,36,10,26,Win,2017 Rugby Championship
2017-09-30,2017,South Africa,Australia,27,27,0,Draw,2017 Rugby Championship
2017-10-07,2017,Argentina,Australia,20,37,-17,Loss,2017 Rugby Championship
2017-10-07,2017,Australia,Argentina,37,20,17,Win,2017 Rugby Championship
2017-10-07,2017,New Zealand,South Africa,25,24,1,Win,2017 Rugby Championship
2017-10-07,2017,South Africa,New Zealand,24,25,-1,Loss,2017 Rugby Championship
2017-10-21,2017,Australia,New Zealand,23,18,5,Win,2017 Autumn International
2017-10-21,2017,New Zealand,Australia,18,23,-5,Loss,2017 Autumn International
2017-11-11,2017,Argentina,England,8,21,-13,Loss,2017 Autumn International
2017-11-11,2017,Australia,Wales,29,21,8,Win,2017 Autumn International
2017-11-11,2017,England,Argentina,21,8,13,Win,2017 Autumn International
2017-11-11,2017,France,New Zealand,18,38,-20,Loss,2017 end-of year test
2017-11-11,2017,Ireland,South Africa,38,3,35,Win,2017 end-of-year test
2017-11-11,2017,New Zealand,France,38,18,20,Win,2017 end-of year test
2017-11-11,2017,South Africa,Ireland,3,38,-35,Loss,2017 end-of-year test
2017-11-11,2017,Wales,Australia,21,29,-8,Loss,2017 Autumn International
2017-11-18,2017,Argentina,Italy,31,15,16,Win,2017 end of year test
2017-11-18,2017,Australia,England,6,30,-24,Loss,2017 Autumn International
2017-11-18,2017,England,Australia,30,6,24,Win,2017 Autumn International
2017-11-18,2017,France,South Africa,17,18,-1,Loss,2017 end-of-year test
2017-11-18,2017,Italy,Argentina,15,31,-16,Loss,2017 end of year test
2017-11-18,2017,New Zealand,Scotland,22,17,5,Win,2017 Autumn International
2017-11-18,2017,South Africa,France,18,17,1,Win,2017 end-of-year test
2017-11-25,2017,Argentina,Ireland,19,28,-9,Loss,2017 Autumn Internationals
2017-11-25,2017,Australia,Scotland,24,53,-29,Loss,2017 Autumn International
2017-11-25,2017,Ireland,Argentina,28,19,9,Win,2017 Autumn Internationals
2017-11-25,2017,Italy,South Africa,6,35,-29,Loss,2017 end-of-year test
2017-11-25,2017,New Zealand,Wales,33,18,15,Win,2017 Autumn International
2017-11-25,2017,South Africa,Italy,35,6,29,Win,2017 end-of-year test
2017-11-25,2017,Wales,New Zealand,18,33,-15,Loss,2017 Autumn International
2017-12-02,2017,South Africa,Wales,22,24,-2,Loss,2017 end-of-year test
2017-12-02,2017,Wales,South Africa,24,22,2,Win,2017 end-of-year test
2018-02-03,2018,France,Ireland,13,15,-2,Loss,2018 Six Nations Championship
2018-02-03,2018,Ireland,France,15,13,2,Win,2018 Six Nations Championship
2018-02-03,2018,Wales,Scotland,34,7,27,Win,2018 Six Nations Championship
2018-02-04,2018,England,Italy,46,15,31,Win,2018 Six Nations Championship
2018-02-04,2018,Italy,England,15,46,-31,Loss,2018 Six Nations Championship
2018-02-10,2018,England,Wales,12,6,6,Win,2018 Six Nations Championship
2018-02-10,2018,Ireland,Italy,56,19,37,Win,2018 Six Nations Championship
2018-02-10,2018,Italy,Ireland,19,56,-37,Loss,2018 Six Nations Championship
2018-02-10,2018,Wales,England,6,12,-6,Loss,2018 Six Nations Championship
2018-02-11,2018,France,Scotland,26,32,-6,Loss,2018 Six Nations Championship
2018-02-23,2018,France,Italy,34,17,17,Win,2018 Six Nations Championship
2018-02-23,2018,Italy,France,17,34,-17,Loss,2018 Six Nations Championship
2018-02-24,2018,England,Scotland,13,25,-12,Loss,2018 Six Nations Championship
2018-02-24,2018,Ireland,Wales,37,27,10,Win,2018 Six Nations Championship
2018-02-24,2018,Wales,Ireland,27,37,-10,Loss,2018 Six Nations Championship
2018-03-10,2018,England,France,16,22,-6,Loss,2018 Six Nations Championship
2018-03-10,2018,France,England,22,16,6,Win,2018 Six Nations Championship
2018-03-10,2018,Ireland,Scotland,28,8,20,Win,2018 Six Nations Championship
2018-03-11,2018,Italy,Wales,14,38,-24,Loss,2018 Six Nations
2018-03-11,2018,Wales,Italy,38,14,24,Win,2018 Six Nations
2018-03-17,2018,England,Ireland,15,24,-9,Loss,2018 Six Nations Championship
2018-03-17,2018,France,Wales,13,14,-1,Loss,2018 Six Nations Championship
2018-03-17,2018,Ireland,England,24,15,9,Win,2018 Six Nations Championship
2018-03-17,2018,Italy,Scotland,27,29,-2,Loss,2018 Six Nations Championship
2018-03-17,2018,Wales,France,14,13,1,Win,2018 Six Nations Championship
2018-06-02,2018,South Africa,Wales,20,22,-2,Loss,2018 mid-year test
2018-06-02,2018,Wales,South Africa,22,20,2,Win,2018 mid-year test
2018-06-09,2018,Argentina,Wales,10,23,-13,Loss,2018 Wales tour of Argentina and North America
2018-06-09,2018,Australia,Ireland,18,9,9,Win,2018 Ireland tour of Australia
2018-06-09,2018,England,South Africa,39,42,-3,Loss,2018 England rugby union tour of South Africa
2018-06-09,2018,France,New Zealand,11,52,-41,Loss,2018 French tour to New Zealand
2018-06-09,2018,Ireland,Australia,9,18,-9,Loss,2018 Ireland tour of Australia
2018-06-09,2018,New Zealand,France,52,11,41,Win,2018 French tour to New Zealand
2018-06-09,2018,South Africa,England,42,39,3,Win,2018 England rugby union tour of South Africa
2018-06-09,2018,Wales,Argentina,23,10,13,Win,2018 Wales tour of Argentina and North America
2018-06-16,2018,Argentina,Wales,12,30,-18,Loss,2018 Wales tour of Argentina and North America
2018-06-16,2018,Australia,Ireland,21,26,-5,Loss,2018 Ireland tour of Australia
2018-06-16,2018,England,South Africa,12,23,-11,Loss,2018 England rugby union tour of South Africa
2018-06-16,2018,France,New Zealand,13,26,-13,Loss,2018 French tour to New Zealand
2018-06-16,2018,Ireland,Australia,26,21,5,Win,2018 Ireland tour of Australia
2018-06-16,2018,New Zealand,France,26,13,13,Win,2018 French tour to New Zealand
2018-06-16,2018,South Africa,England,23,12,11,Win,2018 England rugby union tour of South Africa
2018-06-16,2018,Wales,Argentina,30,12,18,Win,2018 Wales tour of Argentina and North America
2018-06-23,2018,Argentina,Scotland,15,44,-29,Loss,2018 Summer International
2018-06-23,2018,Australia,Ireland,16,20,-4,Loss,2018 Ireland tour of Australia
2018-06-23,2018,England,South Africa,25,10,15,Win,2018 England rugby union tour of South Africa
2018-06-23,2018,France,New Zealand,14,49,-35,Loss,2018 French tour to New Zealand
2018-06-23,2018,Ireland,Australia,20,16,4,Win,2018 Ireland tour of Australia
2018-06-23,2018,New Zealand,France,49,14,35,Win,2018 French tour to New Zealand
2018-06-23,2018,South Africa,England,10,25,-15,Loss,2018 England rugby union tour of South Africa
2018-08-18,2018,Argentina,South Africa,21,34,-13,Loss,2018 Rugby Championship
2018-08-18,2018,Australia,New Zealand,13,38,-25,Loss,2018 Rugby Championship
2018-08-18,2018,New Zealand,Australia,38,13,25,Win,2018 Rugby Championship
2018-08-18,2018,South Africa,Argentina,34,21,13,Win,2018 Rugby Championship
2018-08-25,2018,Argentina,South Africa,32,19,13,Win,2018 Rugby Championship
2018-08-25,2018,Australia,New Zealand,12,40,-28,Loss,2018 Rugby Championship
2018-08-25,2018,New Zealand,Australia,40,12,28,Win,2018 Rugby Championship
2018-08-25,2018,South Africa,Argentina,19,32,-13,Loss,2018 Rugby Championship
2018-09-08,2018,Argentina,New Zealand,24,46,-22,Loss,2018 Rugby Championship
2018-09-08,2018,Australia,South Africa,23,18,5,Win,2018 Rugby Championship
2018-09-08,2018,New Zealand,Argentina,46,24,22,Win,2018 Rugby Championship
2018-09-08,2018,South Africa,Australia,18,23,-5,Loss,2018 Rugby Championship
2018-09-15,2018,Argentina,Australia,23,19,4,Win,2018 Rugby Championship
2018-09-15,2018,Australia,Argentina,19,23,-4,Loss,2018 Rugby Championship
2018-09-15,2018,New Zealand,South Africa,34,36,-2,Loss,2018 Rugby Championship
2018-09-15,2018,South Africa,New Zealand,36,34,2,Win,2018 Rugby Championship
2018-09-29,2018,Argentina,New Zealand,17,35,-18,Loss,2018 Rugby Championship
2018-09-29,2018,Australia,South Africa,12,23,-11,Loss,2018 Rugby Championship
2018-09-29,2018,New Zealand,Argentina,35,17,18,Win,2018 Rugby Championship
2018-09-29,2018,South Africa,Australia,23,12,11,Win,2018 Rugby Championship
2018-10-06,2018,Argentina,Australia,34,45,-11,Loss,2018 Rugby Championship
2018-10-06,2018,Australia,Argentina,45,34,11,Win,2018 Rugby Championship
2018-10-06,2018,New Zealand,South Africa,32,30,2,Win,2018 Rugby Championship
2018-10-06,2018,South Africa,New Zealand,30,32,-2,Loss,2018 Rugby Championship
2018-10-27,2018,Australia,New Zealand,20,37,-17,Loss,2018 Autumn International
2018-10-27,2018,New Zealand,Australia,37,20,17,Win,2018 Autumn International
2018-11-03,2018,England,South Africa,12,11,1,Win,2018 Autumn International
2018-11-03,2018,Ireland,Italy,54,7,47,Win,2018 Autumn Internationals
2018-11-03,2018,Italy,Ireland,7,54,-47,Loss,2018 Autumn Internationals
2018-11-03,2018,South Africa,England,11,12,-1,Loss,2018 Autumn International
2018-11-03,2018,Wales,Scotland,21,10,11,Win,2018 Autumn international
2018-11-10,2018,Argentina,Ireland,17,28,-11,Loss,2018 Autumn Internationals
2018-11-10,2018,Australia,Wales,6,9,-3,Loss,2018 Autumn International
2018-11-10,2018,England,New Zealand,15,16,-1,Loss,2018 Autumn International
2018-11-10,2018,France,South Africa,26,29,-3,Loss,2018 end-of-year test
2018-11-10,2018,Ireland,Argentina,28,17,11,Win,2018 Autumn Internationals
2018-11-10,2018,New Zealand,England,16,15,1,Win,2018 Autumn International
2018-11-10,2018,South Africa,France,29,26,3,Win,2018 end-of-year test
2018-11-10,2018,Wales,Australia,9,6,3,Win,2018 Autumn International
2018-11-17,2018,Argentina,France,13,28,-15,Loss,2018 Autumn International
2018-11-17,2018,Australia,Italy,26,7,19,Win,2018 Autumn International
2018-11-17,2018,France,Argentina,28,13,15,Win,2018 Autumn International
2018-11-17,2018,Ireland,New Zealand,16,9,7,Win,2018 Autumn International
2018-11-17,2018,Italy,Australia,7,26,-19,Loss,2018 Autumn International
2018-11-17,2018,New Zealand,Ireland,9,16,-7,Loss,2018 Autumn International
2018-11-17,2018,South Africa,Scotland,26,20,6,Win,2018 Autumn International
2018-11-24,2018,Argentina,Scotland,9,14,-5,Loss,2018 Autumn International
2018-11-24,2018,Australia,England,18,37,-19,Loss,2018 Autumn International
2018-11-24,2018,England,Australia,37,18,19,Win,2018 Autumn International
2018-11-24,2018,Italy,New Zealand,3,66,-63,Loss,2018 end-of-year internationals
2018-11-24,2018,New Zealand,Italy,66,3,63,Win,2018 end-of-year internationals
2018-11-24,2018,South Africa,Wales,11,20,-9,Loss,2018 end-of-year test
2018-11-24,2018,Wales,South Africa,20,11,9,Win,2018 end-of-year test
2019-02-01,2019,France,Wales,19,24,-5,Loss,2019 Six Nations Championship
2019-02-01,2019,Wales,France,24,19,5,Win,2019 Six Nations Championship
2019-02-02,2019,England,Ireland,32,20,12,Win,2019 Six Nations Championship
2019-02-02,2019,Ireland,England,20,32,-12,Loss,2019 Six Nations Championship
2019-02-02,2019,Italy,Scotland,20,33,-13,Loss,2019 Six Nations Championship
2019-02-09,2019,Ireland,Scotland,22,13,9,Win,2019 Six Nations Championship
2019-02-09,2019,Italy,Wales,15,26,-11,Loss,2019 Six Nations
2019-02-09,2019,Wales,Italy,26,15,11,Win,2019 Six Nations
2019-02-10,2019,England,France,44,8,36,Win,2019 Six Nations Championship
2019-02-10,2019,France,England,8,44,-36,Loss,2019 Six Nations Championship
2019-02-23,2019,England,Wales,13,21,-8,Loss,2019 Six Nations Championship
2019-02-23,2019,France,Scotland,27,10,17,Win,2019 Six Nations Championship
2019-02-23,2019,Wales,England,21,13,8,Win,2019 Six Nations Championship
2019-02-24,2019,Ireland,Italy,26,16,10,Win,2019 Six Nations Championship
2019-02-24,2019,Italy,Ireland,16,26,-10,Loss,2019 Six Nations Championship
2019-03-09,2019,England,Italy,57,14,43,Win,2019 Six Nations Championship
2019-03-09,2019,Italy,England,14,57,-43,Loss,2019 Six Nations Championship
2019-03-09,2019,Wales,Scotland,18,11,7,Win,2019 Six Nations Championship
2019-03-10,2019,France,Ireland,14,26,-12,Loss,2019 Six Nations Championship
2019-03-10,2019,Ireland,France,26,14,12,Win,2019 Six Nations Championship
2019-03-16,2019,England,Scotland,38,38,0,Draw,2019 Six Nations Championship
2019-03-16,2019,France,Italy,25,14,11,Win,2019 Six Nations Championship
2019-03-16,2019,Ireland,Wales,7,25,-18,Loss,2019 Six Nations Championship
2019-03-16,2019,Italy,France,14,25,-11,Loss,2019 Six Nations Championship
2019-03-16,2019,Wales,Ireland,25,7,18,Win,2019 Six Nations Championship
2019-07-20,2019,Argentina,New Zealand,16,20,-4,Loss,2019 Rugby Championship
2019-07-20,2019,Australia,South Africa,17,35,-18,Loss,2019 Rugby Championship
2019-07-20,2019,New Zealand,Argentina,20,16,4,Win,2019 Rugby Championship
2019-07-20,2019,South Africa,Australia,35,17,18,Win,2019 Rugby Championship
2019-07-27,2019,Argentina,Australia,10,16,-6,Loss,2019 Rugby Championship
2019-07-27,2019,Australia,Argentina,16,10,6,Win,2019 Rugby Championship
2019-07-27,2019,New Zealand,South Africa,16,16,0,Draw,2019 Rugby Championship
2019-07-27,2019,South Africa,New Zealand,16,16,0,Draw,2019 Rugby Championship
2019-08-10,2019,Argentina,South Africa,13,46,-33,Loss,2019 Rugby Championship
2019-08-10,2019,Australia,New Zealand,47,26,21,Win,2019 Rugby Championship
2019-08-10,2019,Ireland,Italy,29,10,19,Win,2019 Rugby World Cup warm-up tests
2019-08-10,2019,Italy,Ireland,10,29,-19,Loss,2019 Rugby World Cup warm-up tests
2019-08-10,2019,New Zealand,Australia,26,47,-21,Loss,2019 Rugby Championship
2019-08-10,2019,South Africa,Argentina,46,13,33,Win,2019 Rugby Championship
2019-08-11,2019,England,Wales,33,19,14,Win,2019 Rugby World Cup warm-up
2019-08-11,2019,Wales,England,19,33,-14,Loss,2019 Rugby World Cup warm-up
2019-08-17,2019,Argentina,South Africa,18,24,-6,Loss,2019 Rugby World Cup warm-up match
2019-08-17,2019,Australia,New Zealand,0,36,-36,Loss,2019 Rugby World Cup warm-up match
2019-08-17,2019,England,Wales,6,13,-7,Loss,2019 Rugby World Cup warm-up
2019-08-17,2019,France,Scotland,32,3,29,Win,2019 Rugby World Cup warm-up
2019-08-17,2019,New Zealand,Australia,36,0,36,Win,2019 Rugby World Cup warm-up match
2019-08-17,2019,South Africa,Argentina,24,18,6,Win,2019 Rugby World Cup warm-up match
2019-08-17,2019,Wales,England,13,6,7,Win,2019 Rugby World Cup warm-up
2019-08-24,2019,England,Ireland,57,15,42,Win,2019 Rugby World Cup Warm-up
2019-08-24,2019,France,Scotland,14,17,-3,Loss,2019 Rugby World Cup warm-up
2019-08-24,2019,Ireland,England,15,57,-42,Loss,2019 Rugby World Cup Warm-up
2019-08-30,2019,France,Italy,47,19,28,Win,2019 Rugby World Cup warm-up match
2019-08-30,2019,Italy,France,19,47,-28,Loss,2019 Rugby World Cup warm-up match
2019-08-31,2019,Ireland,Wales,22,17,5,Win,2019 Rugby World Cup warm-up tests
2019-08-31,2019,Wales,Ireland,17,22,-5,Loss,2019 Rugby World Cup warm-up tests
2019-09-06,2019,England,Italy,37,0,37,Win,2019 Rugby World Cup Warm-up
2019-09-06,2019,Italy,England,0,37,-37,Loss,2019 Rugby World Cup Warm-up
2019-09-07,2019,Ireland,Wales,19,10,9,Win,2019 Rugby World Cup warm-up tests
2019-09-07,2019,Wales,Ireland,10,19,-9,Loss,2019 Rugby World Cup warm-up tests
2019-09-21,2019,Argentina,France,21,23,-2,Loss,2019 Rugby World Cup Pool match
2019-09-21,2019,France,Argentina,23,21,2,Win,2019 Rugby World Cup Pool match
2019-09-21,2019,New Zealand,South Africa,23,13,10,Win,2019 Rugby World Cup Pool B
2019-09-21,2019,South Africa,New Zealand,13,23,-10,Loss,2019 Rugby World Cup Pool B
2019-09-22,2019,Ireland,Scotland,27,3,24,Win,2019 Rugby World Cup
2019-09-29,2019,Australia,Wales,25,29,-4,Loss,2019 Rugby World Cup Pool match
2019-09-29,2019,Wales,Australia,29,25,4,Win,2019 Rugby World Cup Pool match
2019-10-04,2019,Italy,South Africa,3,49,-46,Loss,2019 Rugby World Cup
2019-10-04,2019,South Africa,Italy,49,3,46,Win,2019 Rugby World Cup
2019-10-05,2019,Argentina,England,10,39,-29,Loss,2019 Rugby World Cup Pool match
2019-10-05,2019,England,Argentina,39,10,29,Win,2019 Rugby World Cup Pool match
2019-10-19,2019,Australia,England,16,40,-24,Loss,2019 Rugby World Cup Quarter-final
2019-10-19,2019,England,Australia,40,16,24,Win,2019 Rugby World Cup Quarter-final
2019-10-19,2019,Ireland,New Zealand,14,46,-32,Loss,2019 Rugby World Cup Quarter-final
2019-10-19,2019,New Zealand,Ireland,46,14,32,Win,2019 Rugby World Cup Quarter-final
2019-10-20,2019,France,Wales,19,20,-1,Loss,2019 Rugby World Cup Quarter-finals
2019-10-20,2019,Wales,France,20,19,1,Win,2019 Rugby World Cup Quarter-finals
2019-10-26,2019,England,New Zealand,19,7,12,Win,2019 Rugby World Cup Semi-final
2019-10-26,2019,New Zealand,England,7,19,-12,Loss,2019 Rugby World Cup Semi-final
2019-10-27,2019,South Africa,Wales,19,16,3,Win,2019 Rugby World Cup Semi-final
2019-10-27,2019,Wales,South Africa,16,19,-3,Loss,2019 Rugby World Cup Semi-final
2019-11-01,2019,New Zealand,Wales,40,17,23,Win,2019 Rugby World Cup Bronze Final
2019-11-01,2019,Wales,New Zealand,17,40,-23,Loss,2019 Rugby World Cup Bronze Final
2019-11-02,2019,England,South Africa,12,32,-20,Loss,2019 Rugby World Cup Final
2019-11-02,2019,South Africa,England,32,12,20,Win,2019 Rugby World Cup Final
2020-02-01,2020,Ireland,Scotland,19,12,7,Win,2020 Six Nations Championship
2020-02-01,2020,Italy,Wales,0,42,-42,Loss,2020 Six Nations
2020-02-01,2020,Wales,Italy,42,0,42,Win,2020 Six Nations
2020-02-02,2020,England,France,17,24,-7,Loss,2020 Six Nations Championship
2020-02-02,2020,France,England,24,17,7,Win,2020 Six Nations Championship
2020-02-08,2020,England,Scotland,13,6,7,Win,2020 Six Nations Championship
2020-02-08,2020,Ireland,Wales,24,14,10,Win,2020 Six Nations Championship
2020-02-08,2020,Wales,Ireland,14,24,-10,Loss,2020 Six Nations Championship
2020-02-09,2020,France,Italy,35,22,13,Win,2020 Six Nations Championship
2020-02-09,2020,Italy,France,22,35,-13,Loss,2020 Six Nations Championship
2020-02-22,2020,France,Wales,27,23,4,Win,2020 Six Nations Championship
2020-02-22,2020,Italy,Scotland,0,17,-17,Loss,2020 Six Nations Championship
2020-02-22,2020,Wales,France,23,27,-4,Loss,2020 Six Nations Championship
2020-02-23,2020,England,Ireland,24,12,12,Win,2020 Six Nations Championship
2020-02-23,2020,Ireland,England,12,24,-12,Loss,2020 Six Nations Championship
2020-03-07,2020,England,Wales,33,30,3,Win,2020 Six Nations Championship
2020-03-07,2020,Wales,England,30,33,-3,Loss,2020 Six Nations Championship
2020-03-08,2020,France,Scotland,17,28,-11,Loss,2020 Six Nations Championship
2020-10-11,2020,Australia,New Zealand,16,16,0,Draw,2020 Autumn International
2020-10-11,2020,New Zealand,Australia,16,16,0,Draw,2020 Autumn International
2020-10-18,2020,Australia,New Zealand,7,27,-20,Loss,2020 Autumn International
2020-10-18,2020,New Zealand,Australia,27,7,20,Win,2020 Autumn International
2020-10-24,2020,France,Wales,38,21,17,Win,2020 Autumn International
2020-10-24,2020,Ireland,Italy,50,17,33,Win,2020 Six Nations Championship
2020-10-24,2020,Italy,Ireland,17,50,-33,Loss,2020 Six Nations Championship
2020-10-24,2020,Wales,France,21,38,-17,Loss,2020 Autumn International
2020-10-31,2020,Australia,New Zealand,5,43,-38,Loss,2020 Tri Nations Series
2020-10-31,2020,England,Italy,34,5,29,Win,2020 Six Nations Championship
2020-10-31,2020,France,Ireland,35,27,8,Win,2020 Six Nations Championship
2020-10-31,2020,Ireland,France,27,35,-8,Loss,2020 Six Nations Championship
2020-10-31,2020,Italy,England,5,34,-29,Loss,2020 Six Nations Championship
2020-10-31,2020,New Zealand,Australia,43,5,38,Win,2020 Tri Nations Series
2020-10-31,2020,Wales,Scotland,10,14,-4,Loss,2020 Six Nations Championship
2020-11-07,2020,Australia,New Zealand,24,22,2,Win,2020 Tri Nations Series
2020-11-07,2020,New Zealand,Australia,22,24,-2,Loss,2020 Tri Nations Series
2020-11-13,2020,Ireland,Wales,32,9,23,Win,Autumn Nations Cup
2020-11-13,2020,Wales,Ireland,9,32,-23,Loss,Autumn Nations Cup
2020-11-14,2020,Argentina,New Zealand,25,15,10,Win,2020 Tri Nations Series
2020-11-14,2020,Italy,Scotland,17,28,-11,Loss,Autumn Nations Cup
2020-11-14,2020,New Zealand,Argentina,15,25,-10,Loss,2020 Tri Nations Series
2020-11-21,2020,Argentina,Australia,15,15,0,Draw,2020 Tri Nations Series
2020-11-21,2020,Australia,Argentina,15,15,0,Draw,2020 Tri Nations Series
2020-11-21,2020,England,Ireland,18,7,11,Win,Autumn Nations Cup
2020-11-21,2020,Ireland,England,7,18,-11,Loss,Autumn Nations Cup
2020-11-22,2020,France,Scotland,22,15,7,Win,Autumn Nations Cup
2020-11-28,2020,Argentina,New Zealand,0,38,-38,Loss,2020 Tri Nations Series
2020-11-28,2020,England,Wales,24,13,11,Win,Autumn Nations Cup
2020-11-28,2020,France,Italy,36,5,31,Win,Autumn Nations Cup
2020-11-28,2020,Italy,France,5,36,-31,Loss,Autumn Nations Cup
2020-11-28,2020,New Zealand,Argentina,38,0,38,Win,2020 Tri Nations Series
